entry-level domain,questionnaire domain,Field Label,"Choices, Calculations, OR Slider Labels",Section Header,Form Display Name,Form Name,Field Type,Variable / Field Name,Allow,Questionnaire,Form Name with spaces,Text Validation Min,Text Validation Max,,title plus question formula,original question
,Entry-level,Integrity,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=44",,Entry-level,Entrylevel,3,285,,Entry-level,Entry-level,honest,dishonest,,,Integrity
,Entry-level,Perseverance,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=45",,Entry-level,Entrylevel,3,286,,Entry-level,Entry-level,always completes tasks well,never completes tasks,,,Perseverance
,Entry-level,Gross motor skills,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=46",,Entry-level,Entrylevel,3,287,,Entry-level,Entry-level,uncoordinated,highly coordinated,,,Gross motor skills
,Entry-level,Fine motor skills,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=47",,Entry-level,Entrylevel,3,288,,Entry-level,Entry-level,uncoordinated,highly coordinated,,,Fine motor skills
,Entry-level,Complains of pain,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=48",,Entry-level,Entrylevel,3,289,,Entry-level,Entry-level,no aches and pains,many aches and pains,,,Complains of pain
,Entry-level,Hygiene,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=49",,Entry-level,Entrylevel,3,290,,Entry-level,Entry-level,always clean,rarely clean,,,Hygiene
,Entry-level,Sexual identity,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=50",,Entry-level,Entrylevel,3,291,,Entry-level,Entry-level,gender conforming,gender non-conforming,,,Sexual identity
,Entry-level,Sexual behavior,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=51",,Entry-level,Entrylevel,3,292,,Entry-level,Entry-level,asexual,highly sexualized,,,Sexual behavior
,Entry-level,Bullying,"0=not involved, 1=bystander, 2=victim, 3=perpetrator, 4=victim - perpetrator",,Entry-level,Entrylevel,1,293,autoAdvance,Entry-level,Entry-level,,,,,Bullying
,Entry-level,Comment,,,Entry-level,Entrylevel,4,294,dontKnow,Entry-level,Entry-level,,,,,Comment
